Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Code
Jayden Reed,24,GNB,WR,17,10,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,,ReedJa03
Jerrick Reed,24,SEA,FS,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,ReedJe00
Troy Reeder,30,LAR,LB,6,6,0,0,0,0,1,0,0,0,0,0,0,46,26,20,1,0,0,,ReedTr01
Otis Reese,26,TEN,LB,13,2,1,2,0,2,1,0,0,0,0,0,0,17,8,9,1,2,0,,ReesOt00
Jalen Reeves-Maybin,29,DET,LB,10,0,0,0,0,0,0,1,0,0,0,0,0,14,10,4,0,0,0,,ReevJa00
Justin Reid,27,KAN,S,16,16,2,8,0,8,9,0,0,0,0,0,0,87,61,26,5,2,0,,ReidJu00
Winston Reid,25,CLE,OLB,16,3,0,0,0,0,2,0,0,1,0,0,0.5,23,15,8,1,1,0,,ReidWi01
Tip Reiman,23,ARI,TE,17,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,ReimTi00
Nikko Remigio,25,KAN,WR,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,RemiNi00
Craig Reynolds,28,DET,RB,17,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1,0,0,0,,ReynCr00
Jon Rhattigan,25,CAR,LB,16,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,,RhatJo00
Luke Rhodes,32,IND,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,RhodLu00
Patrick Ricard,30,BAL,FB,17,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,PBAP-1,RicaPa00
Monty Rice,25,NWE,OLB,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,RiceMo00
Asim Richards,24,DAL,OL,13,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,RichAs00
Anthony Richardson,22,IND,QB,11,11,0,0,0,0,0,0,9,6,-14,0,0,0,0,0,0,0,0,,RichAn03
Decamerion Richardson,23,LVR,CB,12,7,0,0,0,0,3,0,0,0,0,0,0,46,27,19,1,0,0,,RichDe01
Demani Richardson,24,CAR,S,14,5,1,3,0,3,2,0,0,0,0,0,0,51,28,23,1,0,0,,RichDe03
Bo Richter,24,MIN,OLB,14,0,0,0,0,0,0,0,0,1,0,0,0,8,5,3,0,0,0,,RichBo01
Eli Ricks,23,PHI,CB,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,,RickEl00
Desmond Ridder,25,LVR,QB,6,1,0,0,0,0,0,0,3,1,-3,0,0,0,0,0,0,0,0,,RiddDe00
John Ridgeway,25,NOR,DT,13,0,0,0,0,0,1,0,0,0,0,0,0,15,8,7,1,0,0,,RidgJo00
Calvin Ridley,30,TEN,WR,17,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,RidlCa00
Duke Riley,30,MIA,LB,17,2,0,0,0,0,0,0,0,0,0,0,0,11,5,6,0,0,0,,RileDu00
Jordon Riley,26,NYG,DL,13,5,0,0,0,0,0,0,0,0,0,0,0,12,7,5,3,1,0,,RileJo00
Kelee Ringo,22,PHI,CB,17,1,0,0,0,0,1,1,0,1,0,0,0,15,12,3,0,0,0,,RingKe00
Ronnie Rivers,25,LAR,RB,17,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,,RiveRo01
Malcolm Roach,26,DEN,DT,17,1,0,0,0,0,2,1,0,1,0,0,2.5,43,18,25,5,8,0,,RoacMa01
Elandon Roberts,30,PIT,LB,17,14,0,0,0,0,0,1,0,0,0,0,1,46,24,22,5,4,0,,RobeEl00
Sam Roberts,26,CAR,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,RobeSa00
Amik Robertson,26,DET,CB,17,4,0,0,0,0,8,3,0,0,0,0,0,50,40,10,4,0,0,,RobeAm00
Roy Robertson-Harris,31,2TM,DT,17,2,0,0,0,0,1,0,0,0,0,0,2,20,10,10,4,5,0,,RobeRo00
A'Shawn Robinson,29,CAR,DE,16,16,0,0,0,0,1,1,0,0,0,0,5.5,80,43,37,8,8,0,,RobiAS00
Bijan Robinson,22,ATL,RB,17,17,0,0,0,0,0,0,1,4,-21,0,0,0,0,0,0,0,0,,RobiBi01
Brian Robinson Jr.,25,WAS,RB,14,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,RobiBr01
Chop Robinson,21,MIA,LB,17,1,0,0,0,0,4,0,0,0,0,0,6,26,16,10,8,14,0,,RobiCh00
Curtis Robinson,26,SFO,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,RobiCu00
Darius Robinson,23,ARI,DL,6,0,0,0,0,0,0,0,0,0,0,0,1,10,4,6,1,1,0,,RobiDa01
Dominique Robinson,26,CHI,DL,6,1,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,1,0,,RobiDo00
Jammie Robinson,23,CAR,S,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,RobiJa03
Janarius Robinson,25,LVR,DE,10,1,0,0,0,0,1,0,0,0,0,0,0.5,5,2,3,0,2,0,,RobiJa04
Mark Robinson,25,PIT,LB,17,0,0,0,0,0,0,2,0,0,0,0,0,6,6,0,0,0,0,,RobiMa03
Tavius Robinson,25,BAL,OLB,17,7,0,0,0,0,1,0,0,0,0,0,3.5,32,13,19,4,12,0,,RobiTa00
Robert Rochell,26,GNB,CB,11,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,,RochRo00
Aaron Rodgers,41,NYJ,QB,17,17,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,,RodgAa00
Isaiah Rodgers,26,PHI,CB,15,3,0,0,0,0,4,1,0,0,0,0,0,26,17,9,0,0,0,,RodgIs00
Chris Rodriguez,24,WAS,RB,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,RodrCh00
Levi Drake Rodriguez,24,MIN,DL,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,RodrLe00
Malcolm Rodriguez,25,DET,LB,10,6,0,0,0,0,1,0,0,1,0,0,2,43,27,16,2,2,0,,RodrMa00
Christian Roland-Wallace,23,KAN,CB,17,2,1,0,0,0,1,1,0,0,0,0,0,34,23,11,2,2,0,,RolaCh00
D'Angelo Ross,28,HOU,CB,10,2,0,0,0,0,2,0,0,0,0,0,0,13,10,3,0,0,0,,RossDA03
Josh Ross,25,2TM,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,,RossJo01
Gregory Rousseau,24,BUF,DE,16,16,0,0,0,0,3,3,0,1,0,0,8,53,36,17,16,24,0,,RousGr00
Jaquelin Roy,24,NWE,DT,6,1,0,0,0,0,0,0,0,0,0,0,2,17,12,5,3,2,0,,RoyxJa00
Christian Rozeboom,27,LAR,LB,17,11,1,16,0,16,4,0,0,0,0,0,1,135,69,66,5,1,0,,RozeCh00
Jeremy Ruckert,24,NYJ,TE,17,9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,RuckJe00
Mason Rudolph,29,TEN,QB,8,5,0,0,0,0,0,0,5,2,-6,0,0,0,0,0,0,0,0,,RudoMa00
Cooper Rush,31,DAL,QB,12,8,0,0,0,0,0,0,9,5,-10,0,0,0,0,0,0,0,0,,RushCo00
Brady Russell,26,SEA,TE,11,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,,RussBr00
J.J. Russell,26,TAM,LB,16,3,0,0,0,0,2,0,0,1,0,0,0,33,20,13,0,0,0,,RussJJ00
Mike Sainristil,24,WAS,CB,17,16,2,38,0,38,14,1,0,1,0,0,0,93,62,31,1,0,0,,SainMi00
Andre' Sam,25,PHI,S,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,SamxAn00
Drew Sample,28,CIN,TE,17,15,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,,SampDr00
Asante Samuel Jr.,25,LAC,CB,4,4,0,0,0,0,2,0,0,0,0,0,0,13,11,2,0,0,0,,SamuAs00
Deebo Samuel,28,SFO,WR,15,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,SamuDe00
Jack Sanborn,24,CHI,LB,17,3,0,0,0,0,3,0,0,0,0,0,1.5,35,17,18,2,2,0,,SanbJa00
Drew Sanders,23,DEN,LB,4,0,0,0,0,0,0,0,0,0,0,0,1,8,4,4,1,1,0,,SandDr00
Ja'Tavion Sanders,21,CAR,TE,16,8,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,,SandJa01
Jason Sanders,29,MIA,K,17,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,,SandJa00
Miles Sanders,27,CAR,RB,11,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,SandMi01
Eric Saubert,30,SFO,TE,17,3,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,,SaubEr00
Khalen Saunders,28,NOR,DT,13,10,1,37,0,37,3,0,0,0,0,0,2,43,18,25,3,5,0,,SaunKh00
Darnell Savage Jr.,27,JAX,S,13,13,1,16,0,16,6,0,0,0,0,0,0,51,40,11,2,0,0,,SavaDa00
Brenden Schooler,27,NWE,S,17,0,0,0,0,0,0,0,0,0,0,0,2,13,9,4,2,3,0,PBAP-1,SchoBr00
Luke Schoonmaker,26,DAL,TE,17,6,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,,SchoLu00
Cody Schrader,25,LAR,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,SchrCo00
JK Scott,29,LAC,P,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,ScotJK00
Nick Scott,29,CAR,S,10,4,0,0,0,0,2,0,0,0,0,0,0,30,16,14,0,0,0,,ScotNi01
Tyler Scott,23,CHI,WR,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,ScotTy00
Tim Settle,27,HOU,DT,17,11,0,0,0,0,0,0,0,1,2,0,5,31,24,7,10,10,0,,SettTi00
Nephi Sewell,26,NOR,LB,7,1,0,0,0,0,0,0,0,0,0,0,1,11,7,4,2,1,0,,SeweNe00
Noah Sewell,22,CHI,LB,9,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,0,0,,SeweNo00
Kevon Seymour,31,WAS,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,,SeymKe00
Rashid Shaheed,26,NOR,WR,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ShahRa00
Khalil Shakir,24,BUF,WR,15,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,ShakKh00
Kendall Sheffield,28,NYJ,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,0,,ShefKe00
Duke Shelley,28,NYG,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,ShelDu00
Coleman Shelton,29,CHI,OL,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,ShelCo00
Laviska Shenault Jr.,26,SEA,WR,11,1,0,0,0,0,0,0,2,0,0,0,0,5,5,0,0,0,0,,ShenLa00
John Samuel Shenker,26,LVR,TE,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,ShenJo00
Nathan Shepherd,31,NOR,DT,16,13,0,0,0,0,0,0,0,0,0,0,1.5,37,16,21,3,6,0,,ShepNa00
Trent Sherfield,28,MIN,WR,17,1,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,,SherTr00
Jamien Sherwood,24,NYJ,LB,17,16,0,0,0,0,3,0,0,0,0,0,2,158,98,60,10,2,0,,SherJa00
Will Shipley,22,PHI,RB,16,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,,ShipWi00
Trent Sieg,29,DAL,LS,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,,SiegTr00
Zach Sieler,29,MIA,DT,15,15,1,0,0,0,2,1,0,1,0,0,10,55,28,27,13,19,0,,SielZa00
Nesta Jade Silvera,24,LVR,DT,7,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,,JadeNe00
Isaiah Simmons,26,NYG,S,17,1,0,0,0,0,2,1,0,0,0,0,0,21,12,9,0,1,0,,SimmIs00
Jeffery Simmons,27,TEN,DT,16,16,0,0,0,0,4,2,0,2,0,0,5,76,41,35,11,9,0,,SimmJe01
Justin Simmons,31,ATL,S,16,16,2,0,0,0,7,0,0,0,0,0,0,62,36,26,2,0,0,,SimmJu00
John Simpson,27,NYJ,OL,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,SimpJo00
Trenton Simpson,23,BAL,LB,17,13,0,0,0,0,4,0,0,1,0,0,1.5,73,40,33,5,6,0,,SimpTr00
Steven Sims,27,HOU,WR,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,SimsSt00
Devin Singletary,27,NYG,RB,15,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,SingDe00
Alex Singleton,31,DEN,LB,3,3,1,21,0,21,1,0,0,0,0,0,0,31,17,14,1,1,0,,SingAl00
Ben Sinnott,22,WAS,TE,17,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,SinnBe00
JL Skinner,23,DEN,S,14,0,0,0,0,0,0,0,0,1,0,0,0,9,4,5,0,0,0,,SkinJL00
Ben Skowronek,27,PIT,WR,10,1,0,0,0,0,0,0,0,2,0,0,0,7,4,3,0,0,0,,SkowBe00
Justin Skule,28,TAM,T,17,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,SkulJu00
Rashawn Slater,25,LAC,T,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PB,SlatRa00
Tedarrell Slaton,27,GNB,DL,17,17,0,0,0,0,0,0,0,0,0,0,1,30,15,15,2,3,0,,SlatTe00
Darius Slay,33,PHI,CB,14,14,0,0,0,0,13,1,0,1,0,0,0,49,39,10,3,0,0,,SlayDa00
Darius Slayton,27,NYG,WR,16,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,SlayDa01
Stone Smartt,26,LAC,TE,15,2,0,0,0,0,0,0,1,0,0,0,0,3,2,1,0,0,0,,SmarSt00
Cam Smith,24,MIA,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,16,13,3,0,0,0,,SmitCa02
Chris Smith,25,DET,DL,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,,SmitCh06
Christopher Smith,24,LVR,S,15,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,,SmitCh04
Elerson Smith,26,CLE,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,,SmitEl00
Geno Smith,34,SEA,QB,17,17,0,0,0,0,0,0,9,6,-47,0,0,0,0,0,0,0,0,,SmitGe00
Harrison Smith,35,MIN,S,16,16,3,0,0,0,10,0,0,1,0,0,1,87,56,31,3,1,0,,SmitHa00
Jonnu Smith,29,MIA,TE,17,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,SmitJo01
Keidron Smith,25,DEN,DB,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,,SmitKe05
Maason Smith,22,JAX,DT,11,5,0,0,0,0,3,0,0,0,0,0,3,17,10,7,3,4,0,,SmitMa07
Mazi Smith,23,DAL,DT,17,17,0,0,0,0,0,0,0,0,0,0,1,41,22,19,4,3,0,,SmitMa06
Nolan Smith,23,PHI,OLB,16,10,0,0,0,0,2,1,0,2,0,0,6.5,42,21,21,8,11,0,,SmitNo02
Preston Smith,32,2TM,DL,17,9,0,0,0,0,0,0,0,1,1,0,4.5,32,12,20,5,6,0,,SmitPr00
Roquan Smith,27,BAL,LB,16,16,1,0,0,0,4,1,0,1,0,0,1.5,154,81,73,4,3,0,PBAP-1,SmitRo07
T.J. Smith,27,CAR,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,,SmitTJ00
Terell Smith,25,CHI,DB,14,2,1,23,0,23,4,0,0,0,0,0,0,19,14,5,1,0,0,,SmitTe05
Tremon Smith,28,DEN,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,,SmitTr04
Tykee Smith,23,TAM,S,13,6,2,0,0,0,7,3,0,0,0,0,0,54,38,16,4,2,0,,SmitTy05
Xavier Smith,27,LAR,WR,15,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,,SmitXa00
Za'Darius Smith,32,2TM,DE,17,16,0,0,0,0,1,0,0,0,0,0,9,35,22,13,9,17,0,,SmitZa00
Ihmir Smith-Marsette,25,NYG,WR,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,SmitIh00
Jaxon Smith-Njigba,22,SEA,WR,17,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,SmitJa06
Chau Smith-Wade,22,CAR,CB,14,4,1,3,0,3,1,1,0,0,0,0,0,39,24,15,1,0,0,,SmitCh05
James Smith-Williams,27,ATL,DL,10,5,0,0,0,0,0,0,0,0,0,0,1,24,12,12,7,2,0,,SmitJa08
Dawuane Smoot,29,BUF,DE,11,4,0,0,0,0,1,2,0,0,0,0,1.5,16,12,4,5,4,0,,SmooDa00
Durham Smythe,29,MIA,TE,17,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,SmytDu00
L'Jarius Sneed,27,TEN,CB,5,5,0,0,0,0,0,0,0,0,0,0,0,23,19,4,2,0,0,,SneeLJ00
Charles Snowden,26,LVR,DE,16,9,0,0,0,0,4,0,0,0,0,0,1.5,39,18,21,3,7,0,,SnowCh00
Javon Solomon,23,BUF,DE,14,0,0,0,0,0,0,1,0,1,0,0,2,13,9,4,3,6,0,,SoloJa00
Brevyn Spann-Ford,25,DAL,TE,17,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,,SpanBr00
Tyjae Spears,23,TEN,RB,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,SpeaTy00
Baylon Spector,26,BUF,LB,11,4,0,0,0,0,0,0,0,1,0,0,1.5,40,22,18,2,1,0,,SpecBa00
E.J. Speed,29,IND,LB,15,15,1,12,0,12,5,0,0,0,0,0,0,142,93,49,7,1,0,,SpeeEJ00
Omar Speights,23,LAR,LB,17,10,0,0,0,0,2,0,0,0,0,0,0,67,37,30,2,0,0,,SpeiOm00
Robert Spillane,29,LVR,LB,17,17,2,0,0,0,7,0,0,0,0,0,2,158,91,67,10,3,0,,SpilRo00
Benjamin St-Juste,27,WAS,CB,17,14,0,0,0,0,7,1,0,1,0,0,0,71,56,15,0,0,0,,StJuBe00
Amon-Ra St. Brown,25,DET,WR,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,PBAP-1,StxxAm00
Matthew Stafford,36,LAR,QB,16,16,0,0,0,0,0,0,6,3,-15,0,0,0,0,0,0,0,0,,StafMa00
Isaiah Stalbird,24,NOR,LB,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,,StalIs00
Ronnie Stanley,30,BAL,T,17,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,StanRo00
Carson Steele,22,KAN,RB,17,3,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,,SteeCa00
Brandon Stephens,27,BAL,DB,17,17,0,0,0,0,10,0,0,0,0,0,1.5,70,59,11,3,2,0,,StepBr01
Rhamondre Stevenson,26,NWE,RB,15,14,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,,StevRh00
Tyrique Stevenson,24,CHI,DB,16,14,2,43,1,43,12,1,0,0,0,0,0,78,51,27,1,0,0,,StevTy01
Reddy Steward,23,CHI,CB,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,,StewRe00
Grover Stewart,31,IND,DT,17,17,0,0,0,0,3,1,0,1,0,0,3.5,74,29,45,10,6,0,,StewGr00
M.J. Stewart,29,HOU,S,15,0,0,0,0,0,0,0,0,1,0,0,0,12,8,4,2,0,0,,StewM.00
Qwan'tez Stiggers,22,NYJ,CB,14,1,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,0,,StigQw00
Tarheeb Still,22,LAC,CB,14,12,4,85,1,61,10,0,0,0,0,0,0.5,62,45,17,1,1,0,,StilTa00
Ben Stille,27,2TM,DL,6,0,0,0,0,0,1,0,0,1,0,0,1,4,1,3,1,1,0,,StilBe00
Dante Stills,25,ARI,DL,16,10,0,0,0,0,1,1,0,0,0,0,4.5,42,20,22,4,6,0,,StilDa01
Derek Stingley Jr.,23,HOU,CB,17,17,5,48,0,31,18,0,0,0,0,0,0,54,37,17,4,0,0,PBAP-1,StinDe00
Eric Stokes,25,GNB,CB,17,7,0,0,0,0,0,0,0,0,0,0,0,41,29,12,0,0,0,,StokEr00
Jack Stoll,26,PHI,TE,7,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,StolJa00
Geno Stone,25,CIN,S,17,17,4,88,1,49,6,0,0,1,6,0,0,81,47,34,0,4,0,,StonGe00
Cade Stover,24,HOU,TE,15,9,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,,StovCa00
Brenton Strange,24,JAX,TE,17,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,StraBr00
Kentavius Street,28,ATL,DL,13,0,0,0,0,0,0,0,0,0,0,0,1,15,9,6,4,1,0,,StreKe00
Justin Strnad,28,DEN,LB,17,8,0,0,0,0,3,0,0,0,0,0,3,73,48,25,8,4,0,,StrnJu00
Greg Stroman,28,NYG,CB,4,1,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0,0,0,,StroGr00
Pierre Strong,26,CLE,RB,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,StroPi00
C.J. Stroud,23,HOU,QB,17,17,0,0,0,0,0,0,6,1,-4,0,0,0,0,0,0,0,0,,StroCJ00
Grant Stuard,26,IND,LB,17,5,0,0,0,0,0,0,0,0,0,0,0,40,25,15,2,0,0,,StuaGr00
Ty Summers,29,NYG,LB,16,2,0,0,0,0,1,0,0,0,0,0,0,29,13,16,1,0,0,,SummTy00
Rex Sunahara,28,CLE,LS,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,,SunaRe00
Chazz Surratt,27,NYJ,LB,17,5,0,0,0,0,0,0,0,0,0,0,0,28,18,10,2,1,0,,SurrCh00
Patrick Surtain II,24,DEN,CB,16,16,4,132,1,100,11,1,0,1,0,0,0,45,34,11,1,0,0,PBAP-1,SurtPa01
Cameron Sutton,29,PIT,CB,9,2,0,0,0,0,3,0,0,0,0,0,0,15,7,8,0,0,0,,SuttCa00
Courtland Sutton,29,DEN,WR,17,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,SuttCo00
Geoff Swaim,31,CLE,TE,8,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,SwaiGe00
Josh Sweat,27,PHI,OLB,16,15,0,0,0,0,2,0,0,0,0,0,8,41,27,14,9,15,0,,SweaJo00
Montez Sweat,28,CHI,DL,16,16,0,0,0,0,2,2,0,0,0,0,5.5,32,18,14,9,12,0,,SweaMo00
T'Vondre Sweat,23,TEN,NT,17,16,0,0,0,0,1,1,0,1,30,0,1,51,22,29,4,3,0,,SweaTV01
D'Andre Swift,25,CHI,RB,17,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,SwifDA00
Tua Tagovailoa,26,MIA,QB,11,11,0,0,0,0,0,0,7,2,-15,0,0,0,0,0,0,0,0,,TagoTu00
Taki Taimani,25,MIN,DL,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,,TaimTa00
Sione Takitaki,29,NWE,LB,11,4,0,0,0,0,0,0,0,0,0,0,0,21,7,14,0,0,0,,TakiSi00
T.J. Tampa,22,BAL,CB,7,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,,TampTJ00
Teair Tart,27,LAC,DT,17,0,1,4,0,4,2,1,1,1,0,0,1,29,15,14,5,5,0,,TartTe00
Jahlani Tavai,28,NWE,LB,17,16,1,0,0,0,5,0,0,0,0,0,1,115,58,57,7,2,0,,TavaJa00
Alontae Taylor,26,NOR,CB,17,15,0,0,0,0,16,2,0,0,0,0,4,89,61,28,7,6,0,,TaylAl01
Darrell Taylor,27,CHI,DL,16,0,0,0,0,0,2,2,0,0,0,0,3,32,20,12,3,9,0,,TaylDa00
Ja'Sir Taylor,25,LAC,DB,15,2,0,0,0,0,5,0,0,1,0,0,0,22,12,10,1,1,0,,TaylJa04
Jonathan Taylor,25,IND,RB,14,13,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,PB,TaylJo02
Keith Taylor,26,KAN,CB,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,,TaylKe03
Leonard Taylor,25,NYJ,DL,14,0,0,0,0,0,1,0,0,0,0,0,1.5,24,13,11,4,4,0,,TaylLe01
Patrick Taylor,26,SFO,RB,13,1,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,,TaylPa01
Tyrod Taylor,35,NYJ,QB,2,0,0,0,0,0,0,0,1,1,-8,0,0,0,0,0,0,0,0,,TaylTy00
Cam Taylor-Britt,25,CIN,CB,17,17,3,79,1,51,16,0,0,0,0,0,0.5,77,58,19,1,1,0,,TaylCa01
Dadrion Taylor-Demerson,23,ARI,S,17,2,0,0,0,0,5,1,0,0,0,0,0,37,23,14,3,0,0,,TaylDa02
AJ Terrell,26,ATL,CB,17,17,2,1,0,1,6,0,0,0,0,0,0,66,50,16,2,0,0,,TerrAJ00
Kayvon Thibodeaux,24,NYG,OLB,12,12,0,0,0,0,2,1,0,0,0,0,5.5,28,14,14,8,17,0,,ThibKa00
Andrew Thomas,25,NYG,T,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,ThomAn02
Cameron Thomas,24,CLE,DE,5,0,0,0,0,0,0,0,0,0,0,0,1,11,6,5,4,1,0,,ThomCa03
Daniel Thomas,26,JAX,S,15,0,0,0,0,0,0,0,0,1,0,0,0,10,5,5,0,0,0,,ThomDa07
Drake Thomas,24,SEA,LB,17,0,0,0,0,0,1,0,0,0,0,0,0,13,3,10,0,0,0,,ThomDr00
Isaiah Thomas,26,DET,DL,2,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,,ThomIs01
Juanyeh Thomas,24,DAL,S,13,0,0,0,0,0,1,1,0,0,0,0,0,14,10,4,0,0,0,,ThomJu03
Keir Thomas,26,LAR,OLB,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,,ThomKe04
Rodney Thomas II,26,IND,S,17,1,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,,ThomRo07
Solomon Thomas,29,NYJ,DL,16,1,0,0,0,0,2,1,0,1,0,0,3.5,26,15,11,5,6,0,,ThomSo00
Starling Thomas,24,ARI,CB,17,15,0,0,0,0,6,1,0,0,0,0,0,47,31,16,1,0,0,,ThomSt01
Tavierre Thomas,28,TAM,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,,ThomTa01
